name,screen_name,followers_count,friends_count,post_count,lang,location,default_profile_image,profile_use_background_image,verified,description,created_at,label,has_location,location_clean,is_real_location
Robin,Sodidopertxa,15.0,1020.0,29.0,en,australia,False,True,False,"Spanish auto expat, in love with marketing and logistics. Prelude I miss you! Summing up, old dog ready to be happy!!",26-04-2015 00:33,1,1,australia,True
Alan,acjlav,18.0,758.0,982.0,en,,False,True,False,I'm a copywriter at Adobe  creative writer. Founder of the Ghost  Story Group. Pop culture connoisseur. Utah Jazz and Utes fan. Views expressed are my own.,04-01-2014 17:23,1,0,,
Jason,JasonPa91627720,18.0,545.0,557.0,en,"Columbus, Indiana",False,True,False,Usuario no entregó descripción de perfil,17-05-2013 07:58,1,1,"columbus, indiana",True
Christian,Christian021121,20.0,380.0,379.0,en,Iowa,False,True,False,"Student of: Music Production. Aspiring: Musician, Astronomer, Sci-Fi . Married, Agnostic, fan of  the female form, and father of one.",25-01-2014 14:02,1,1,iowa,True
Brent Matt,SAKUTOnoiSa,59.0,1963.0,368.0,en,"Lincoln, Nebraska",False,True,False,"Brent Matthew Lillard is a Designer, student & blogger  f#rom the east coast  a taste for tech, modding, modern art, photography, typography and a challenge.",08-08-2013 00:39,1,1,"lincoln, nebraska",True
Benjamin Falk,aflkencreative,49.0,1229.0,1502.0,en,"Washington, USA",False,True,False,"Freelance web &  designer, web developer, jack-of-all-trades. Interested in design, PHP/Laravel dev, jQuery, Wordpress. Founder  of @overviewpm.",19-03-2014 20:53,1,1,"washington, usa",True
Rachael,raayylcleh,24.0,545.0,28.0,en,New Jersey,False,True,False,MBA  . May 2017. Guitarist.,30-08-2014 16:26,1,1,new jersey,True
Sam Mirza,AgentMazri,44.0,579.0,36.0,en,"Chico, California",False,False,False,"Agent  
Entrepreneur  https://t.co/yUKcGEAYRJ",08-08-2013 17:03,1,1,"chico, california",True
Greg,pneumagrpyah,28.0,518.0,936.0,en,"St. Augustine, Florida",False,True,False,"capturing the spirit in the shades of life, ... photographer, musician, progressive , husband, father, brother, son, a somewhat cautious  optimist, ...",19-01-2014 12:01,1,1,"st augustine, florida",True
Robert,robegtalonso,39.0,717.0,1393.0,en,South Carolina,False,True,False,"Founder  of tech services firm. Services include web design, development and support. Experts at social media, search , e-mail blasts and mobile apps.",14-06-2015 16:21,1,1,south carolina,True
Tobias,tobiasmilleq,19.0,579.0,169.0,en,"Miami, Florida",False,True,False,"VFX & Mograph artist | creator of plug-ins @  Trove | Musician/Composer |  artisan of fine apps - SpaceWiz, LiquiPad, and more.",05-07-2015 08:17,1,1,"miami, florida",True
valerie,vdolougnihl,39.0,592.0,3332.0,en,Idaho,False,True,False,"#Anatomist, #anthropologist, #edresearcher, #textbook author, Human Anat & Phys  (#HAPS) president  emeritus & interested in all things #STEM ed & #FOAMed",06-02-2015 04:51,1,1,idaho,True
Yaling,ChinaIP1Law,17.0,649.0,694.0,en,New Jersey,False,True,False,China  lawyer living in CT. Please reach  me at zhouyalingcn@gmail.com,21-09-2014 02:04,1,1,new jersey,True
Tiffany,btryantiff456,36.0,1194.0,1827.0,en,"Seattle, Washington",False,True,False,I am a self employed mother of 4 who loves to cook and do crafts. I  in Bayou  Vista Texas on By Galveston and love fishing and Water Sports.,17-06-2015 10:58,1,1,"seattle, washington",True
howard,jhsteinbjrg,21.0,983.0,82.0,en,new york,False,True,False,A Work in Progress. Marketer. Entrepreneur.  . Husband. Father. Trying to Make a  Difference in Different Ways,27-06-2015 16:43,1,1,new york,True
Jared,jaredfritzrgein,29.0,350.0,861.0,en,"Highlands Ranch, Colorado",False,True,False,"Teacher, writer, thinker, drummer for Arms  Bizarre and anyone else who is inspiring...or  enough money.",16-04-2014 06:03,1,1,"highlands ranch, colorado",True
Ronneca,Rocnean,16.0,433.0,598.0,en,"Washington, DC",False,True,False,"Singer/Songwriter/Composer/PR/Booking
NEW BAND RIDICULAS TRIXX 
://www.reverbnation.com/RonnecaLynn",12-04-2014 22:42,1,1,"washington, dc",True
Munish Bansal,otmunish,11.0,912.0,29.0,en,Melbourne +61-430189112,False,True,False,Manager at BMS Group Australia,25-04-2015 18:36,1,1,melbourne,True
Pete,Panatiogi,20.0,554.0,685.0,en,"Amarillo, Texas",False,True,False,"I am a Proud Dad, Husband,  Chef, Drummer, , Producer, Actor & Comedian. An old guy once said,Throw enough shit on the wall, something's gotta stick!",26-03-2014 17:57,1,1,"amarillo, texas",True
Shiv Paul,shiupalu,16.0,1039.0,383.0,en,Massachusetts,False,True,False,"Coach, consultant, filmmaker. I help people celebrate their stories. The facts  your life are what you're given, the  truth of your life is what you choose.",06-06-2014 15:55,1,1,massachusetts,True
Ziahh,Keziahbraec51,30.0,728.0,3362.0,en,Nebraska,False,True,False,"Dreaming big , Working hard,  Staying focused &  myself with good people.",28-01-2015 11:14,1,1,nebraska,True
Cydney,CjdneyWallace,6.0,738.0,0.0,en,"Blayney, Ontario, Canada",False,True,False,"Youth Development #Counselor at #ffcaedu working with K-4 #elementary students. 

Love my family, cooking,  singing, and spending time  Jesus!",15-06-2015 23:27,1,1,"blayney, ontario, canada",False
Zinc,ZinFCUc,20.0,719.0,1292.0,en,new york,False,True,False,Guitarist/ Music Writer for  &  Sights Artist Underground Fight Club,03-05-2014 10:41,1,1,new york,True
Kevin,kbrarmme,12.0,645.0,332.0,en,"Austin, Texas",False,True,False,dad.  geek. musician. .,12-03-2014 00:22,1,1,"austin, texas",True
Ben,BenjaminRJeons,21.0,969.0,22.0,en,"Altrincham, Manchester",False,True,False,Comedy  and  performer.,10-06-2015 20:36,1,1,"altrincham, manchester",True
johnny,streetwalkeM_Jr,17.0,246.0,441.0,en,new york,False,True,False,"guitarist, Singer,  composer",14-03-2014 00:11,1,1,new york,True
Bryan Dunaway,DunawaymTae,1.0,1897.0,886.0,en,new york,False,True,False,Usuario no entregó descripción de perfil,11-12-2013 15:34,1,1,new york,True
Bonnie Haynes,BonnieHaynse,52.0,1344.0,3055.0,en,Rhode Island,False,True,False,Join my Avon Team!  $15 investment or $15  Online - Award Winning Team - Team Leader - Spirit  Avon achiever. JOIN ME! AVON ROCKS,24-02-2014 03:05,1,1,rhode island,True
Gabriella Kirkby,vikizicks,18.0,1153.0,98.0,en,,False,True,False,"19, Business & Management  Undergraduate  Reading University",23-04-2015 12:23,1,0,,
Alluxi,AlluxiOncongee,27.0,607.0,1844.0,en-gb,"California, USA",False,True,False,"Mission
To make oncogenomics lab technologies accessible to  specialist and their patients to  and defeat individual cancer granting them the same opportuni",15-12-2015 18:43,1,1,"california, usa",True
jazz,jzawpz,21.0,321.0,15.0,en,Delaware,False,True,False,"at 40.  Avid traveller, art collector,  lunatic.",18-02-2014 18:26,1,1,delaware,True
Crest Migration Aus,CrestMigratifn,15.0,999.0,74.0,en,,False,True,False,"Australian visa questions? Crest Migration Australia gives expert advice on investment, business & work visas to companies and people around the world.",25-04-2015 02:52,1,0,,
Melanie,MelanieBenivs,15.0,659.0,535.0,en,,False,True,False,", Actress, Songwriter, Praise & Worship Leader, & Motivational  Speaker",24-05-2014 22:51,1,0,,
LogoBee,logoebe,14.0,352.0,325.0,en,"Oceanside, California",False,True,False,"Custom logo design,  design, graphic design,  and web design company.",06-07-2015 22:16,1,1,"oceanside, california",True
Ray,aRyBilky,20.0,961.0,681.0,en,Missouri,False,True,False,"IBM (Lotus) Notes/Domino Administrator (& closet Developer) from the Detroit, MI area
Hakuna Matata! No worries... Just relax and have a  homebrew... !",26-06-2015 10:46,1,1,missouri,True
RevRecNews,RevRecNeos,18.0,773.0,406.0,en,"Washington, DC",False,True,False,The finance professional's leading source for the latest developments  implementation  of ASU 2014-09. All #RevRec -- all the time.,07-07-2014 23:39,1,1,"washington, dc",True
Lyler,Lua1u3at,14.0,596.0,286.0,en,"Florida, USA",False,True,False,|   of Notre Dame |,20-07-2014 00:40,1,1,"florida, usa",True
Dallas Area Habitat,DallasHabaitt,60.0,1425.0,1642.0,en,Alabama,False,True,False,"Re-building communities, transforming  and fulfilling dreams in the Dallas area for over  25 years.",12-04-2015 11:11,1,1,alabama,True
Veda,ArtBydaeV,47.0,815.0,1183.0,en-gb,Maine,False,True,False,"Founder of Blankets to the Streets: Help the Homeless.  Photographer, Artist, Writer, Chef, Gardener, Animal Lover and  Introvert. Usually. ;-)",15-12-2015 09:20,1,1,maine,True
NYC DH,nychd,47.0,1251.0,2620.0,en,"Kaysville, Utah",False,True,False,The New York  digital humanities  group.,18-03-2014 05:40,1,1,"kaysville, utah",True
Toronto Maple Leafs,randalldhuhgse,13.0,1637.0,85.0,en,"Winnipeg, Manitoba, Canada",False,True,False,Cable Technician. Love  online racing  sunny days.,02-08-2014 20:13,1,1,"winnipeg, manitoba, canada",True
Däscal,homeke8sy8,19.0,554.0,726.0,en,Montana,False,True,False,Dj/Producer. Love to listen to  genres of music.  more so EDM than any other genre. Very relaxed and drama free.,11-04-2013 04:57,1,1,montana,True
Graham,GrahamPitlao,24.0,314.0,1025.0,en,Pennsylvania,False,True,False,"Actor, , Poet, Nerd, Sci-Fi  Fan, Improv Pianist, Explorer of Mazes in All Places, Artistic Director of an Interactive Performance Group -- Borealis Theatre",26-10-2013 15:36,1,1,pennsylvania,True
Greg,plantguyiancs,69.0,865.0,4870.0,en,Arkansas,False,True,False,"Horticulturalist, California Certified Nursery Professional (CCNP) Apple Computer/Tech Guy, Lover of Golden ,   Photography Nerd.",02-05-2015 18:04,1,1,arkansas,True
Deakin Business,DeakinBusuness,19.0,898.0,71.0,en,Melbourne Geelong Warrnambool,False,True,False,"Deakin Business School | Accounting, Economics, Finance, Information Systems, Management, Marketing,  Property, Sport Management, Graduate School",24-04-2015 20:02,1,1,melbourne geelong warrnambool,False
St. Louis Jazz,StLJazzeotNs,17.0,478.0,149.0,en,new york,False,True,False,"Dean Minderman is  a writer, musician and editor of . Louis Jazz Notes, a website about jazz in St. Louis, Missouri, USA.",22-01-2014 18:21,1,1,new york,True
Wenceslaus,WenMuniye,15.0,642.0,739.0,en,Oregon,False,True,False,Writer  |  | Travelor | Tech Lover,17-06-2014 14:53,1,1,oregon,True
Mike,themikecorah,25.0,620.0,2543.0,en,new york,False,True,False,Usuario no entregó descripción de perfil,26-05-2014 16:45,1,1,new york,True
Brianna,Briannalocf_,23.0,688.0,1079.0,en,,False,True,False,"Potomac Records /Pop Artist, Songwriter & Musician. Oh, I'm also  a huge pickle lover. ||NEW SINGLE Whatever Happened out MARCH 8th||",19-04-2014 01:35,1,0,,
Ron,SL33PE42E0,18.0,737.0,696.0,en,"Potomac, Maryland",False,True,False,||WEED|EDM|SKATEBOARDING|SINCITY|VAPELYF|NAHHIMMASTAY|NAMASTE|Šł33PĘĘ|[FWYH]|TAURUS|TELEPORTER,29-09-2013 05:28,1,1,"potomac, maryland",True
CHURCH,CHU9H0CR,25.0,392.0,745.0,en,"Washington, DC",False,True,False,"4 Those who dont kno im a Producer,Songwriter,Musician,Actor.Anyway  i Tour alot around the world an i  2 have fun.This a lil about me",26-07-2014 23:58,1,1,"washington, dc",True
Alex,AlexeRifl,22.0,575.0,316.0,en,Michigan,False,True,False,Usuario no entregó descripción de perfil,28-01-2015 18:14,1,1,michigan,True
Dodded,DoddezzduB,17.0,619.0,1085.0,en,Missouri,False,True,False,"A musician from Denver, CO who is interested in  digital  and analog platforms, and the sounds that they produce.",03-05-2014 09:27,1,1,missouri,True
BlacktheSalon,lbackthesalno,32.0,933.0,1632.0,en,Washington DC metro area,False,True,False,Total  undisputed commitment to customer  service.,26-06-2015 23:51,1,1,washington dc metro area,False
Heather Lutz-Silver,omm2zandjsquaer,29.0,1266.0,865.0,en,Kansas,False,True,False,mom to 3 kidlets plus their own personal  taxi service! We are also GF & deal with Food Allergies on a daily basis. Love Disney!,25-03-2014 11:10,1,1,kansas,True
Tony,aHngoutPros915,65.0,1361.0,569.0,en,Arkansas,False,True,False,* Twitter*  El Paso area Production company! Come out & hang out! For booking contact TheHangout915@yahoo.com.,21-02-2014 19:58,1,1,arkansas,True
Michael,GreenBearTwgets,38.0,934.0,2943.0,en,new york,False,True,False,I watch reality TV. Some  people call me a Social Media Guru. I don't correct them. I tweet  lot.,30-06-2015 19:55,1,1,new york,True
Steven,Master_Progtee,33.0,626.0,993.0,en,South Carolina,False,True,False,"Guitarist for the band  Up and About , bodyboarder, PORTUGAL #CR7 
DM '14",12-11-2013 07:35,1,1,south carolina,True
LinkedIn Marketing,Deb_Gonsilves,15.0,1126.0,91.0,en,australia,False,True,False,"Communications manager at EY Australia - Social media.
Loves Digital media, photography, jazz, London. Foodie, avid traveller & reader.",04-04-2015 14:23,1,1,australia,True
Speed Stacks .,SpeedStacnsIck,48.0,510.0,972.0,en,new york,False,True,False,"The  In Sport Stacking 

https://t.co/MmzlOfwxTg 
https://t.co/79sq1UxPVv",05-07-2014 15:11,1,1,new york,True
SEO Plus,SEOPlusNot,23.0,1095.0,88.0,en,australia,False,True,False,"SEO Plus Net - Professional SEO Service Company, Search Engine Optimization Solutions & Online Marketing Service",25-04-2015 07:51,1,1,australia,True
Akron Ohio Ern,e82w3o,13.0,356.0,26.0,en,Iowa,False,True,False,Real,12-12-2013 08:37,1,1,iowa,True
Steve Dunkin,dunk5in3,58.0,612.0,2863.0,en,Seoul & Virginia,False,False,False,"auto body https://t.co/y3EdHIyfGT   hunting,fishing and football.# #Colt Firearms Go Texans.",10-03-2016 01:33,1,1,seoul  virginia,True
Ronald Fisher,ronaldfishre,116.0,1334.0,1240.0,en,Michigan,False,True,False,"3rd  Teacher, Technology Advocate, SMART Exemplary Educator, Physical  Educator, Geocacher, Videographer, and more.",19-03-2014 17:01,1,1,michigan,True
Big Beatz,ItzBigBea17tz3,11.0,624.0,250.0,en,Louisiana,False,True,False,Producer/Musician/ Band  /CMP,17-11-2013 13:24,1,1,louisiana,True
Mainstream,bbripmoepx,18.0,832.0,1635.0,en,New Hampshire,False,True,False,"Mainstream Communications is a Next-Gen service provider with voice products:  PBX, SIP Trunking, Call  Center, Short Duration, & Wholesale Termination.",23-06-2015 20:15,1,1,new hampshire,True
Austin,AustinHugh_s23e,16.0,500.0,921.0,en,Utah,False,True,False,Musician | Preacher | Servant of the Most   God - Jesus Christ.,07-03-2014 19:34,1,1,utah,True
Tony,gotje7ssu,23.0,643.0,2206.0,en,Maine,False,True,False,I Love Jesus as my Savior.  Father of six with my bride Shelly.  business owner. Servant to the King.,03-01-2015 21:11,1,1,maine,True
Michael M,revmmgerne,25.0,672.0,464.0,en,Connecticut,False,True,False,"He has shown you, man,what is good. 
And what does the LORD require of you?  
To act justly and to love mercy 
 and to walk humbly with your God.
 Micah 6:8",25-08-2014 17:31,1,1,connecticut,True
Colin,Cscp_asr,28.0,723.0,981.0,en,new york,False,True,False,", Guitarist, Singer/Songwriter for  @ATOutbreakNY.",26-02-2014 03:08,1,1,new york,True
mary,maryscetipc,47.0,887.0,622.0,en,Maine,False,True,False,Proud  American. Support our troops. Support Israel's right to  itself. Promote democracy around the world. Stop Political Correctness.,27-06-2015 03:14,1,1,maine,True
derekryanbrown,derekryanrnobw,17.0,669.0,251.0,en,Wisconsin,False,True,False,"Academic Editor at Lexham Press. Likes: biblical studies, jazz, single origin coffee, Ken Burns, micro , poetry, hiking,  Oregon Ducks.",23-10-2013 08:06,1,1,wisconsin,True
Ken Berg  (1970),bergke1n11,38.0,549.0,1131.0,en,South Carolina,False,False,False,Live life to fullest. Happy family man. Politically progressive. Wisconsin sports . Democracy  and Capitalism need restructuring to coexist.,02-03-2016 12:22,1,1,south carolina,True
carrie,CarrirelaK,14.0,691.0,1049.0,en,"Washington, DC",False,True,False,dedicated  to:: art & jazz,18-01-2014 15:27,1,1,"washington, dc",True
Solarshade,SolarshaddtLe,21.0,871.0,6.0,en,"Norwich, UK",False,True,False,We supply the finest quality custom- blinds for your home or business at the best possible  prices.,19-06-2015 06:40,1,1,"norwich, uk",True
Yevgeniya,melodynsial,21.0,638.0,875.0,en,Missouri,False,True,False,"Hi:) I'm  designer. I create nail designs, it's easy to do! See my nail art  videos on youtube,
I'll take you step by step!",19-09-2014 21:02,1,1,missouri,True
wymprint,wympribt,28.0,1055.0,1461.0,en,Maryland,False,True,False,"Highest Quality, Lowest Price and   Service Online Printer",29-05-2015 11:26,1,1,maryland,True
Jonathan,intranetfuertu,22.0,667.0,30.0,en,"Weston-Super-Mare, England",False,True,False,I love connecting people and watching the resulting magic.  Follow #SocialToday on Twitter and @intranetfuture on  for live daily social media tips.,20-06-2015 13:14,1,1,"westonsupermare, england",False
Nate,Louie77_,33.0,662.0,1000.0,en,"Duncanville, Texas",False,True,False,"Sales   for Metter Media &

DJ for Hire",13-06-2015 12:14,1,1,"duncanville, texas",True
TheAmerican,TheAmeric1na7,18.0,695.0,2231.0,en,Maryland,False,True,False,I will start the 4th Reich.  I support National Socialism  the Ku Klux Klan.,01-08-2014 19:38,1,1,maryland,True
redstarmom,redstarmmo,95.0,1844.0,460.0,en,Kansas,False,True,False,"Lefty, loves college  football and real football (soccer), book  and Crimson Tide fan.",17-01-2014 02:41,1,1,kansas,True
Joey O',ODonneloJeyl,19.0,698.0,1220.0,en,Dedham Massachusetts,False,True,False,I'm  a guy  who thinks he's funny and plays trombone,21-01-2014 09:20,1,1,dedham massachusetts,True
Devon,dgonzal35se3,30.0,680.0,2187.0,en,South Dakota,False,True,False,"Musician,  Thought Translator, Scientist",10-04-2014 01:21,1,1,south dakota,True
Sayaka,SayakaHigshai,54.0,984.0,1138.0,en,Maine,False,True,False,"Real Estate Investor, Wholesaler, Rent to Own, Love Pilates, Traveling and Meeting People,  Want to Learn  to Drive..",02-05-2015 18:50,1,1,maine,True
Rank Higher,RbnkHigherAu,13.0,1064.0,40.0,en,australia,False,True,False,We help your online & offline business grow in the most cost effective ways possible. - Rank Higher Australia,25-04-2015 23:35,1,1,australia,True
